N,w,concurrent_events,label,union_bound
907785.3991937558,205,2,cascade stress write set (w=205),0.046293980975376174
980836.5445406671,205,2,cascade stress write set (w=205),0.04284607892508799
1059766.2486760707,205,2,cascade stress write set (w=205),0.03965497113396504
1145047.569938281,205,2,cascade stress write set (w=205),0.036701531974139015
1237191.6345321594,205,2,cascade stress write set (w=205),0.03396806026407674
1336750.6999197064,205,2,cascade stress write set (w=205),0.03143817317808346
1444321.464727279,205,2,cascade stress write set (w=205),0.02909670805725738
1560548.6450070718,205,2,cascade stress write set (w=205),0.02692963153340828
1686128.8382868804,205,2,cascade stress write set (w=205),0.024923955421281875
1821814.6985669748,205,2,cascade stress write set (w=205),0.023067658874997843
1968419.4472866112,205,2,cascade stress write set (w=205),0.02134961634215198
2126821.747296208,205,2,cascade stress write set (w=205),0.01975953088378265
2297970.9690469652,205,2,cascade stress write set (w=205),0.018287872460559837
2482892.88056033,205,2,cascade stress write set (w=205),0.016925820815320857
2682695.7952797273,205,2,cascade stress write set (w=205),0.015665212609623527
2898577.214651068,205,2,cascade stress write set (w=205),0.01449849249748518
3131831.005243845,205,2,cascade stress write set (w=205),0.013418667843071542
3383855.153428233,205,2,cascade stress write set (w=205),0.012419266810940136
3656160.1440851935,205,2,cascade stress write set (w=205),0.011494299577655688
3950378.0135666407,205,2,cascade stress write set (w=205),0.010638222432302696
4268272.131163817,205,2,cascade stress write set (w=205),0.009845904550734719
4611747.767708251,205,2,cascade stress write set (w=205),0.009112597244424706
4982863.514647296,205,2,cascade stress write set (w=205),0.00843390549961204
5383843.622033478,205,2,cascade stress write set (w=205),0.007805761636168615
5817091.329374358,205,2,cascade stress write set (w=205),0.007224400928310659
6285203.269240097,205,2,cascade stress write set (w=205),0.006686339041041225
6790985.029955707,205,2,cascade stress write set (w=205),0.006188351147090381
7337467.970651388,205,2,cascade stress write set (w=205),0.005727452599192635
7927927.389450606,205,2,cascade stress write set (w=205),0.005300881041862352
8565902.153685499,205,2,cascade stress write set (w=205),0.00490607985545558
9255215.909791354,205,2,cascade stress write set (w=205),0.004540682833291935
10000000.0,205,2,cascade stress write set (w=205),0.0042025
1000.0,205,4,cascade stress write set (w=205),1.0
1080.4718223181285,205,4,cascade stress write set (w=205),1.0
1167.4193588234587,205,4,cascade stress write set (w=205),1.0
1261.3637220374437,205,4,cascade stress write set (w=205),1.0
1362.867959355774,205,4,cascade stress write set (w=205),1.0
1472.5404276241222,205,4,cascade stress write set (w=205),1.0
1591.0384392721533,205,4,cascade stress write set (w=205),1.0
1719.0722018585745,205,4,cascade stress write set (w=205),1.0
1857.4090746385718,205,4,cascade stress write set (w=205),1.0
2006.8781676649664,205,4,cascade stress write set (w=205),1.0
2168.375310987435,205,4,cascade stress write set (w=205),1.0
2342.8684237322327,205,4,cascade stress write set (w=205),1.0
2531.403315241567,205,4,cascade stress write set (w=205),1.0
2735.1099530412107,205,4,cascade stress write set (w=205),1.0
2955.2092352028876,205,4,cascade stress write set (w=205),1.0
3193.020307691027,205,4,cascade stress write set (w=205),1.0
3449.9684705497157,205,4,cascade stress write set (w=205),1.0
3727.593720314938,205,4,cascade stress write set (w=205),1.0
4027.5599798502976,205,4,cascade stress write set (w=205),1.0
4351.665070924416,205,4,cascade stress write set (w=205),1.0
4701.851489299852,205,4,cascade stress write set (w=205),1.0
5080.218046913023,205,4,cascade stress write set (w=205),1.0
5489.032450921557,205,4,cascade stress write set (w=205),1.0
5930.744895010558,205,4,cascade stress write set (w=205),1.0
6408.002744415996,205,4,cascade stress write set (w=205),1.0
6923.6664026787275,205,4,cascade stress write set (w=205),1.0
7480.826455225086,205,4,cascade stress write set (w=205),1.0
8082.822192522714,205,4,cascade stress write set (w=205),1.0
8733.261623828437,205,4,cascade stress write set (w=205),1.0
9436.04310147889,205,4,cascade stress write set (w=205),1.0
10195.378685327301,205,4,cascade stress write set (w=205),1.0
11015.819387358995,205,4,cascade stress write set (w=205),1.0
11902.282447787144,205,4,cascade stress write set (w=205),1.0
12860.08080610565,205,4,cascade stress write set (w=205),1.0
13894.95494373136,205,4,cascade stress write set (w=205),1.0
15013.107289081743,205,4,cascade stress write set (w=205),1.0
16221.239391291729,205,4,cascade stress write set (w=205),1.0
17526.592085367585,205,4,cascade stress write set (w=205),1.0
18936.988889503602,205,4,cascade stress write set (w=205),1.0
20460.88289466011,205,4,cascade stress write set (w=205),1.0
22107.407427431233,205,4,cascade stress write set (w=205),1.0
23886.430789846003,205,4,cascade stress write set (w=205),1.0
25808.615404180768,205,4,cascade stress write set (w=205),1.0
27885.481717262915,205,4,cascade stress write set (w=205),1.0
30129.47724726992,205,4,cascade stress write set (w=205),1.0
32554.05118685032,205,4,cascade stress write set (w=205),1.0
35173.7350096938,205,4,cascade stress write set (w=205),1.0
38004.22956365882,205,4,cascade stress write set (w=205),1.0
41062.49917244294,205,4,cascade stress write set (w=205),1.0
44366.87330978607,205,4,cascade stress write set (w=205),1.0
47937.15645558219,205,4,cascade stress write set (w=205),1.0
51794.74679231213,205,4,cascade stress write set (w=205),1.0
55962.76445319552,205,4,cascade stress write set (w=205),1.0
60466.19009070435,205,4,cascade stress write set (w=205),1.0
65332.014595937704,205,4,cascade stress write set (w=205),1.0
70589.40086618738,205,4,cascade stress write set (w=205),1.0
76269.85859023451,205,4,cascade stress write set (w=205),1.0
82407.43309893666,205,4,cascade stress write set (w=205),1.0
89038.90941296735,205,4,cascade stress write set (w=205),1.0
96204.0327106476,205,4,cascade stress write set (w=205),1.0
103945.74653722627,205,4,cascade stress write set (w=205),1.0
112310.45018329515,205,4,cascade stress write set (w=205),1.0
121348.27677491431,205,4,cascade stress write set (w=205),1.0
131113.3937421563,205,4,cascade stress write set (w=205),1.0
141664.32746690192,205,4,cascade stress write set (w=205),1.0
153064.31405563562,205,4,cascade stress write set (w=205),1.0
165381.6783395673,205,4,cascade stress write set (w=205),1.0
178690.24337358287,205,4,cascade stress write set (w=205),1.0
193069.77288832495,205,4,cascade stress write set (w=205),1.0
208606.44934719568,205,4,cascade stress write set (w=205),1.0
225393.39047347935,205,4,cascade stress write set (w=205),1.0
243531.20734334175,205,4,cascade stress write set (w=205),1.0
263128.6073895944,205,4,cascade stress write set (w=205),0.9582766484476573
284303.0459302665,205,4,cascade stress write set (w=205),0.8869057282694293
307181.43012686964,205,4,cascade stress write set (w=205),0.8208504006764309
331900.87959146773,205,4,cascade stress write set (w=205),0.759714768789911
358609.54820118286,205,4,cascade stress write set (w=205),0.7031324215007845
387467.5120456128,205,4,cascade stress write set (w=205),0.6507642374164181
418647.7288289947,205,4,cascade stress write set (w=205),0.602296352365967
452337.07447720965,205,4,cascade stress write set (w=205),0.5574382782826797
488737.4631624417,205,4,cascade stress write set (w=205),0.5159211621888558
528067.0574582637,205,4,cascade stress write set (w=205),0.47749617484883333
570561.5758781021,205,4,cascade stress write set (w=205),0.4419330194325436
616475.7056337161,205,4,cascade stress write set (w=205),0.40901855125142095
666084.6290809154,205,4,cascade stress write set (w=205),0.37855550029419616
719685.6730011528,205,4,cascade stress write set (w=205),0.3503612889061863
777600.0906038043,205,4,cascade stress write set (w=205),0.32426693752595404
840174.9869294344,205,4,cascade stress write set (w=205),0.30011605192095286
907785.3991937558,205,4,cascade stress write set (w=205),0.2777638858522571
980836.5445406671,205,4,cascade stress write set (w=205),0.25707647355052793
1059766.2486760707,205,4,cascade stress write set (w=205),0.23792982680379024
1145047.569938281,205,4,cascade stress write set (w=205),0.22020919184483406
1237191.6345321594,205,4,cascade stress write set (w=205),0.20380836158446045
1336750.6999197064,205,4,cascade stress write set (w=205),0.18862903906850073
1444321.464727279,205,4,cascade stress write set (w=205),0.17458024834354427
1560548.6450070718,205,4,cascade stress write set (w=205),0.16157778920044966
1686128.8382868804,205,4,cascade stress write set (w=205),0.14954373252769124
1821814.6985669748,205,4,cascade stress write set (w=205),0.13840595324998706
1968419.4472866112,205,4,cascade stress write set (w=205),0.12809769805291188
2126821.747296208,205,4,cascade stress write set (w=205),0.11855718530269589
2297970.9690469652,205,4,cascade stress write set (w=205),0.10972723476335904
2482892.88056033,205,4,cascade stress write set (w=205),0.10155492489192515
2682695.7952797273,205,4,cascade stress write set (w=205),0.09399127565774117
2898577.214651068,205,4,cascade stress write set (w=205),0.08699095498491108
3131831.005243845,205,4,cascade stress write set (w=205),0.08051200705842924
3383855.153428233,205,4,cascade stress write set (w=205),0.07451560086564082
3656160.1440851935,205,4,cascade stress write set (w=205),0.06896579746593413
3950378.0135666407,205,4,cascade stress write set (w=205),0.06382933459381618
4268272.131163817,205,4,cascade stress write set (w=205),0.05907542730440831
4611747.767708251,205,4,cascade stress write set (w=205),0.05467558346654824
4982863.514647296,205,4,cascade stress write set (w=205),0.05060343299767223
5383843.622033478,205,4,cascade stress write set (w=205),0.04683456981701169
5817091.329374358,205,4,cascade stress write set (w=205),0.04334640556986396
6285203.269240097,205,4,cascade stress write set (w=205),0.040118034246247346
6790985.029955707,205,4,cascade stress write set (w=205),0.037130106882542285
7337467.970651388,205,4,cascade stress write set (w=205),0.03436471559515581
7927927.389450606,205,4,cascade stress write set (w=205),0.03180528625117411
8565902.153685499,205,4,cascade stress write set (w=205),0.029436479132733485
9255215.909791354,205,4,cascade stress write set (w=205),0.02724409699975161
10000000.0,205,4,cascade stress write set (w=205),0.025215
1000.0,205,8,cascade stress write set (w=205),1.0
1080.4718223181285,205,8,cascade stress write set (w=205),1.0
1167.4193588234587,205,8,cascade stress write set (w=205),1.0
1261.3637220374437,205,8,cascade stress write set (w=205),1.0
1362.867959355774,205,8,cascade stress write set (w=205),1.0
1472.5404276241222,205,8,cascade stress write set (w=205),1.0
1591.0384392721533,205,8,cascade stress write set (w=205),1.0
1719.0722018585745,205,8,cascade stress write set (w=205),1.0
1857.4090746385718,205,8,cascade stress write set (w=205),1.0
2006.8781676649664,205,8,cascade stress write set (w=205),1.0
2168.375310987435,205,8,cascade stress write set (w=205),1.0
2342.8684237322327,205,8,cascade stress write set (w=205),1.0
2531.403315241567,205,8,cascade stress write set (w=205),1.0
2735.1099530412107,205,8,cascade stress write set (w=205),1.0
2955.2092352028876,205,8,cascade stress write set (w=205),1.0
3193.020307691027,205,8,cascade stress write set (w=205),1.0
3449.9684705497157,205,8,cascade stress write set (w=205),1.0
3727.593720314938,205,8,cascade stress write set (w=205),1.0
4027.5599798502976,205,8,cascade stress write set (w=205),1.0
4351.665070924416,205,8,cascade stress write set (w=205),1.0
4701.851489299852,205,8,cascade stress write set (w=205),1.0
5080.218046913023,205,8,cascade stress write set (w=205),1.0
5489.032450921557,205,8,cascade stress write set (w=205),1.0
5930.744895010558,205,8,cascade stress write set (w=205),1.0
6408.002744415996,205,8,cascade stress write set (w=205),1.0
6923.6664026787275,205,8,cascade stress write set (w=205),1.0
7480.826455225086,205,8,cascade stress write set (w=205),1.0
8082.822192522714,205,8,cascade stress write set (w=205),1.0
8733.261623828437,205,8,cascade stress write set (w=205),1.0
9436.04310147889,205,8,cascade stress write set (w=205),1.0
10195.378685327301,205,8,cascade stress write set (w=205),1.0
11015.819387358995,205,8,cascade stress write set (w=205),1.0
11902.282447787144,205,8,cascade stress write set (w=205),1.0
12860.08080610565,205,8,cascade stress write set (w=205),1.0
13894.95494373136,205,8,cascade stress write set (w=205),1.0
15013.107289081743,205,8,cascade stress write set (w=205),1.0
16221.239391291729,205,8,cascade stress write set (w=205),1.0
17526.592085367585,205,8,cascade stress write set (w=205),1.0
18936.988889503602,205,8,cascade stress write set (w=205),1.0
20460.88289466011,205,8,cascade stress write set (w=205),1.0
22107.407427431233,205,8,cascade stress write set (w=205),1.0
23886.430789846003,205,8,cascade stress write set (w=205),1.0
25808.615404180768,205,8,cascade stress write set (w=205),1.0
27885.481717262915,205,8,cascade stress write set (w=205),1.0
30129.47724726992,205,8,cascade stress write set (w=205),1.0
32554.05118685032,205,8,cascade stress write set (w=205),1.0
35173.7350096938,205,8,cascade stress write set (w=205),1.0
38004.22956365882,205,8,cascade stress write set (w=205),1.0
41062.49917244294,205,8,cascade stress write set (w=205),1.0
44366.87330978607,205,8,cascade stress write set (w=205),1.0
47937.15645558219,205,8,cascade stress write set (w=205),1.0
51794.74679231213,205,8,cascade stress write set (w=205),1.0
55962.76445319552,205,8,cascade stress write set (w=205),1.0
60466.19009070435,205,8,cascade stress write set (w=205),1.0
65332.014595937704,205,8,cascade stress write set (w=205),1.0
70589.40086618738,205,8,cascade stress write set (w=205),1.0
76269.85859023451,205,8,cascade stress write set (w=205),1.0
82407.43309893666,205,8,cascade stress write set (w=205),1.0
89038.90941296735,205,8,cascade stress write set (w=205),1.0
96204.0327106476,205,8,cascade stress write set (w=205),1.0
103945.74653722627,205,8,cascade stress write set (w=205),1.0
112310.45018329515,205,8,cascade stress write set (w=205),1.0
121348.27677491431,205,8,cascade stress write set (w=205),1.0
131113.3937421563,205,8,cascade stress write set (w=205),1.0
141664.32746690192,205,8,cascade stress write set (w=205),1.0
153064.31405563562,205,8,cascade stress write set (w=205),1.0
165381.6783395673,205,8,cascade stress write set (w=205),1.0
178690.24337358287,205,8,cascade stress write set (w=205),1.0
193069.77288832495,205,8,cascade stress write set (w=205),1.0
208606.44934719568,205,8,cascade stress write set (w=205),1.0
225393.39047347935,205,8,cascade stress write set (w=205),1.0
243531.20734334175,205,8,cascade stress write set (w=205),1.0
263128.6073895944,205,8,cascade stress write set (w=205),1.0
284303.0459302665,205,8,cascade stress write set (w=205),1.0
307181.43012686964,205,8,cascade stress write set (w=205),1.0
331900.87959146773,205,8,cascade stress write set (w=205),1.0
358609.54820118286,205,8,cascade stress write set (w=205),1.0
387467.5120456128,205,8,cascade stress write set (w=205),1.0
418647.7288289947,205,8,cascade stress write set (w=205),1.0
452337.07447720965,205,8,cascade stress write set (w=205),1.0
488737.4631624417,205,8,cascade stress write set (w=205),1.0
528067.0574582637,205,8,cascade stress write set (w=205),1.0
570561.5758781021,205,8,cascade stress write set (w=205),1.0
616475.7056337161,205,8,cascade stress write set (w=205),1.0
666084.6290809154,205,8,cascade stress write set (w=205),1.0
719685.6730011528,205,8,cascade stress write set (w=205),1.0
777600.0906038043,205,8,cascade stress write set (w=205),1.0
840174.9869294344,205,8,cascade stress write set (w=205),1.0
907785.3991937558,205,8,cascade stress write set (w=205),1.0
980836.5445406671,205,8,cascade stress write set (w=205),1.0
1059766.2486760707,205,8,cascade stress write set (w=205),1.0
1145047.569938281,205,8,cascade stress write set (w=205),1.0
1237191.6345321594,205,8,cascade stress write set (w=205),0.9511056873941488
1336750.6999197064,205,8,cascade stress write set (w=205),0.8802688489863367
1444321.464727279,205,8,cascade stress write set (w=205),0.8147078256032066
1560548.6450070718,205,8,cascade stress write set (w=205),0.7540296829354317
1686128.8382868804,205,8,cascade stress write set (w=205),0.6978707517958924
1821814.6985669748,205,8,cascade stress write set (w=205),0.6458944484999396
1968419.4472866112,205,8,cascade stress write set (w=205),0.5977892575802554
2126821.747296208,205,8,cascade stress write set (w=205),0.5532668647459141
2297970.9690469652,205,8,cascade stress write set (w=205),0.5120604288956755
2482892.88056033,205,8,cascade stress write set (w=205),0.47392298282898404
2682695.7952797273,205,8,cascade stress write set (w=205),0.43862595306945873
2898577.214651068,205,8,cascade stress write set (w=205),0.40595778992958503
3131831.005243845,205,8,cascade stress write set (w=205),0.37572269960600313
3383855.153428233,205,8,cascade stress write set (w=205),0.3477394707063238
3656160.1440851935,205,8,cascade stress write set (w=205),0.3218403881743593
3950378.0135666407,205,8,cascade stress write set (w=205),0.2978702281044755
4268272.131163817,205,8,cascade stress write set (w=205),0.2756853274205721
4611747.767708251,205,8,cascade stress write set (w=205),0.2551527228438918
4982863.514647296,205,8,cascade stress write set (w=205),0.23614935398913708
5383843.622033478,205,8,cascade stress write set (w=205),0.21856132581272122
5817091.329374358,205,8,cascade stress write set (w=205),0.20228322599269846
6285203.269240097,205,8,cascade stress write set (w=205),0.18721749314915428
6790985.029955707,205,8,cascade stress write set (w=205),0.17327383211853065
7337467.970651388,205,8,cascade stress write set (w=205),0.16036867277739378
7927927.389450606,205,8,cascade stress write set (w=205),0.14842466917214583
8565902.153685499,205,8,cascade stress write set (w=205),0.13737023595275627
9255215.909791354,205,8,cascade stress write set (w=205),0.12713911933217417
10000000.0,205,8,cascade stress write set (w=205),0.11767
